TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,PreviousTransactionDate,is_weekend,TransactionType,Location,Channel,CustomerOccupation,Target
444.89,43.0,101.0,1.0,10328.23,2023-09-11 16:27:39,2024-11-04 08:11:50,WeekDays,Credit,Las Vegas,Branch,Doctor,0
280.57,25.0,24.0,1.0,293.24,2023-01-27 17:35:05,2024-11-04 08:10:24,WeekEnds,Credit,Virginia Beach,Online,Student,0
488.54,52.0,132.0,1.0,7486.63,2023-07-03 17:47:49,2024-11-04 08:07:26,WeekDays,Debit,Jacksonville,Branch,Engineer,1
3.3,50.0,131.0,1.0,11385.37,2023-03-27 16:42:16,2024-11-04 08:10:11,WeekDays,Credit,Los Angeles,Branch,Doctor,1
199.39,69.0,165.0,1.0,7264.79,2023-08-21 16:16:22,2024-11-04 08:09:06,WeekDays,Credit,Colorado Springs,Branch,Retired,1
20.36,62.0,75.0,1.0,2762.48,2023-07-24 17:02:18,2024-11-04 08:11:15,WeekDays,Debit,Tucson,Branch,Retired,1
113.64,45.0,32.0,1.0,6675.03,2023-10-24 17:09:41,2024-11-04 08:07:55,WeekDays,Debit,Detroit,Online,Retired,0
493.11,53.0,236.0,1.0,7432.99,2023-07-31 16:25:26,2024-11-04 08:08:01,WeekDays,Debit,Colorado Springs,Branch,Retired,1
307.41,19.0,14.0,1.0,1057.0,2023-06-12 17:32:52,2024-11-04 08:09:48,WeekDays,Debit,Los Angeles,ATM,Student,1
11.18,43.0,161.0,1.0,5956.89,2023-11-30 16:52:42,2024-11-04 08:10:20,WeekDays,Debit,Atlanta,Online,Doctor,0
313.82,59.0,151.0,1.0,7261.59,2023-11-15 18:57:38,2024-11-04 08:08:42,WeekDays,Debit,Tucson,Branch,Engineer,1
51.0,64.0,107.0,1.0,4943.16,2023-01-30 16:00:38,2024-11-04 08:08:23,WeekDays,Debit,Seattle,Branch,Retired,1
140.98,60.0,100.00000000000001,1.0,8127.4800000000005,2023-05-25 16:34:22,2024-11-04 08:12:13,WeekDays,Debit,Memphis,Branch,Engineer,1
288.04,68.0,63.0,1.0,1748.02,2023-08-24 16:47:21,2024-11-04 08:10:00,WeekDays,Debit,Denver,ATM,Retired,1
800.55,31.0,107.99999999999999,1.0,9660.22,2023-05-04 16:21:31,2024-11-04 08:06:49,WeekDays,Debit,Oklahoma City,ATM,Engineer,0
485.54,46.0,143.0,1.0,6371.51,2023-02-06 17:46:59,2024-11-04 08:11:46,WeekDays,Debit,Houston,ATM,Engineer,0
521.15,54.0,214.0,1.0,9442.47,2023-02-17 18:16:05,2024-11-04 08:07:31,WeekEnds,Debit,Kansas City,ATM,Doctor,1
321.79,63.0,112.0,1.0,5959.2,2023-08-07 17:30:33,2024-11-04 08:10:01,WeekDays,Credit,Raleigh,ATM,Retired,1
304.93,65.0,158.0,1.0,13531.22,2023-02-24 16:23:22,2024-11-04 08:08:15,WeekEnds,Debit,Portland,ATM,Doctor,1
432.08,40.0,145.0,1.0,11500.62,2023-07-31 16:04:55,2024-11-04 08:11:46,WeekDays,Credit,El Paso,ATM,Doctor,0
694.2,61.0,72.0,1.0,1389.37,2023-12-07 16:20:08,2024-11-04 08:07:23,WeekDays,Debit,Milwaukee,ATM,Retired,1
116.86,55.0,171.0,1.0,6706.56,2023-03-20 18:28:48,2024-11-04 08:12:15,WeekDays,Debit,Louisville,ATM,Engineer,1
211.36,57.0,149.0,1.0,7175.29,2023-03-03 18:02:52,2024-11-04 08:10:50,WeekEnds,Credit,Detroit,ATM,Doctor,1
74.88,25.0,202.0,1.0,420.67,2023-05-24 16:25:50,2024-11-04 08:07:46,WeekDays,Debit,Atlanta,ATM,Student,0
211.36,75.0,99.0,1.0,7323.53,2023-05-22 16:17:19,2024-11-04 08:09:48,WeekDays,Debit,Philadelphia,Branch,Retired,1
134.7,50.0,106.0,1.0,8395.85,2023-08-21 16:03:18,2024-11-04 08:11:07,WeekDays,Debit,Fort Worth,ATM,Doctor,1
890.24,33.0,161.0,1.0,5140.93,2023-07-07 18:03:43,2024-11-04 08:07:32,WeekEnds,Credit,Las Vegas,Online,Engineer,0
361.27,63.0,180.0,1.0,7945.57,2023-01-06 17:01:53,2024-11-04 08:10:07,WeekEnds,Debit,Omaha,ATM,Doctor,1
131.56,44.0,42.00000000000001,1.0,5873.54,2023-10-19 16:42:37,2024-11-04 08:07:12,WeekDays,Debit,Charlotte,Branch,Doctor,0
485.51,76.0,37.0,1.0,3074.45,2023-11-28 16:49:27,2024-11-04 08:08:02,WeekDays,Credit,Milwaukee,Online,Retired,1
547.87,64.0,131.0,1.0,6155.76,2023-07-10 17:15:27,2024-11-04 08:10:31,WeekDays,Debit,Columbus,ATM,Retired,1
457.3,28.0,15.0,1.0,8318.29,2023-06-26 18:25:21,2024-11-04 08:07:53,WeekDays,Debit,Virginia Beach,Online,Engineer,0
506.24,58.0,64.0,1.0,230.09,2023-01-13 16:44:26,2024-11-04 08:11:40,WeekEnds,Debit,Chicago,ATM,Engineer,1
486.59,57.0,119.0,1.0,2513.56,2023-12-19 16:55:17,2024-11-04 08:10:02,WeekDays,Debit,Indianapolis,Branch,Retired,1
163.68,41.0,292.0,1.0,10090.05,2023-09-28 16:20:57,2024-11-04 08:11:01,WeekDays,Debit,San Diego,Branch,Doctor,0
581.65,22.0,176.0,1.0,480.19000000000005,2023-01-09 16:54:58,2024-11-04 08:09:39,WeekDays,Debit,Boston,ATM,Student,0
52.01,48.0,85.0,1.0,1120.88,2023-11-07 16:46:04,2024-11-04 08:11:27,WeekDays,Debit,Mesa,ATM,Doctor,0
630.24,21.0,61.99999999999999,1.0,370.81,2023-11-29 18:10:30,2024-11-04 08:11:52,WeekDays,Debit,Boston,ATM,Student,0
523.74,43.0,159.0,1.0,13498.55,2023-11-02 16:36:37,2024-11-04 08:06:52,WeekDays,Debit,Oklahoma City,ATM,Doctor,0
705.6,40.0,123.99999999999999,1.122664500406174,14804.7,2023-02-20 18:41:43,2024-11-04 08:09:04,WeekDays,Debit,Phoenix,Branch,Doctor,0
217.5,46.0,35.0,1.0,3057.4,2023-10-23 18:54:48,2024-11-04 08:06:58,WeekDays,Credit,Denver,Branch,Engineer,0
91.48,51.0,141.0,1.0,14942.779999999999,2023-01-23 16:50:31,2024-11-04 08:09:17,WeekDays,Debit,Fort Worth,ATM,Doctor,1
5.25,39.0,49.0,1.0,14143.32,2023-11-13 18:26:24,2024-11-04 08:12:22,WeekDays,Debit,San Jose,ATM,Doctor,0
54.03,56.0,161.0,1.0,6736.3,2023-09-19 17:16:46,2024-11-04 08:07:36,WeekDays,Credit,Milwaukee,ATM,Retired,1
736.73,48.0,10.0,1.0,3313.07,2023-11-27 16:05:27,2024-11-04 08:10:54,WeekDays,Debit,Memphis,Branch,Engineer,0
368.91,54.0,14.0,1.0,829.7099999999999,2023-03-10 17:49:57,2024-11-04 08:10:28,WeekEnds,Credit,Virginia Beach,Branch,Doctor,1
33.06,53.0,170.0,1.0,1540.87,2023-01-17 16:03:41,2024-11-04 08:06:43,WeekDays,Credit,Fort Worth,Online,Retired,1
66.5,32.0,144.0,1.0,6820.23,2023-05-04 16:44:56,2024-11-04 08:08:06,WeekDays,Credit,Louisville,Online,Engineer,0
177.08,35.0,85.0,1.0,13475.14,2023-01-06 17:16:44,2024-11-04 08:12:21,WeekEnds,Debit,Las Vegas,ATM,Doctor,0
588.54,32.0,130.0,1.0,714.4499999999999,2023-02-06 17:57:28,2024-11-04 08:10:37,WeekDays,Debit,Portland,Branch,Engineer,0
173.5,21.0,282.0,1.0,1306.91,2023-10-23 17:16:20,2024-11-04 08:11:52,WeekDays,Debit,Nashville,ATM,Student,0
78.33,56.0,189.0,1.0,7255.33,2023-07-31 16:13:12,2024-11-04 08:08:18,WeekDays,Credit,Memphis,Online,Engineer,1
40.66,59.0,156.0,1.0,1153.84,2024-01-01 16:08:49,2024-11-04 08:11:28,WeekDays,Debit,Louisville,Branch,Retired,1
97.22,77.0,55.0,1.0,6647.73,2023-02-20 17:30:19,2024-11-04 08:11:17,WeekDays,Credit,Atlanta,Branch,Retired,1
34.07,22.0,81.0,1.0,8709.77,2023-11-06 17:22:58,2024-11-04 08:07:21,WeekDays,Debit,Philadelphia,Branch,Student,0
492.06000000000006,23.0,74.0,1.0,857.9,2023-10-19 16:14:15,2024-11-04 08:09:56,WeekDays,Debit,Fresno,Online,Student,0
842.01,53.0,185.0,1.0,509.45000000000005,2023-09-12 16:43:27,2024-11-04 08:08:33,WeekDays,Credit,Virginia Beach,Online,Doctor,1
73.55,51.0,158.0,1.0,2812.06,2023-01-09 16:09:48,2024-11-04 08:11:21,WeekDays,Debit,Atlanta,ATM,Engineer,1
760.53,57.0,118.0,1.0,6179.91,2023-09-04 18:13:25,2024-11-04 08:09:35,WeekDays,Debit,Phoenix,Online,Engineer,1
273.08,45.0,134.0,1.0,6609.3,2023-01-30 16:09:08,2024-11-04 08:07:57,WeekDays,Credit,Houston,Branch,Engineer,0
371.69,67.0,143.0,1.0,3484.32,2023-12-22 16:27:49,2024-11-04 08:09:59,WeekEnds,Debit,San Francisco,Branch,Retired,1
218.96,18.0,13.0,1.0,754.21,2023-08-30 16:11:47,2024-11-04 08:10:35,WeekDays,Debit,Seattle,ATM,Student,1
227.39,18.0,65.0,1.0,751.09,2023-12-25 16:58:19,2024-11-04 08:11:36,WeekDays,Debit,Atlanta,Online,Student,1
237.99,39.0,86.0,1.0,8510.09,2023-05-08 16:45:11,2024-11-04 08:11:36,WeekDays,Credit,Kansas City,Branch,Doctor,0
186.6,58.0,13.0,1.0,1508.72,2023-07-04 16:27:23,2024-11-04 08:06:24,WeekDays,Debit,Albuquerque,Online,Doctor,1
341.15,18.0,148.0,1.0,511.36999999999995,2023-02-13 17:18:15,2024-11-04 08:10:09,WeekDays,Debit,San Jose,Online,Student,1
434.58,59.0,215.0,1.0,12648.32,2023-09-06 16:28:38,2024-11-04 08:08:15,WeekDays,Debit,Memphis,ATM,Doctor,1
312.88,54.0,44.0,1.0,233.21,2023-05-26 18:12:50,2024-11-04 08:07:23,WeekEnds,Credit,Portland,Branch,Engineer,1
75.15,23.0,154.0,1.0,1092.92,2023-09-18 17:31:23,2024-11-04 08:11:00,WeekDays,Debit,Boston,ATM,Student,0
23.3,59.0,161.0,1.0,6711.15,2023-08-14 18:13:38,2024-11-04 08:08:06,WeekDays,Debit,Los Angeles,ATM,Engineer,1
47.38,25.0,61.00000000000001,1.0,459.37,2023-02-08 18:18:07,2024-11-04 08:07:05,WeekDays,Credit,Seattle,Online,Student,0
512.81,79.0,30.0,1.0,6994.34,2023-07-19 16:57:01,2024-11-04 08:11:58,WeekDays,Debit,Sacramento,Branch,Retired,1
488.15000000000003,43.0,168.00000000000003,1.0,7071.09,2023-07-31 16:01:00,2024-11-04 08:11:13,WeekDays,Debit,Louisville,Branch,Engineer,0
12.82,44.0,156.0,1.0,9045.19,2023-04-05 18:37:10,2024-11-04 08:08:25,WeekDays,Debit,Fort Worth,ATM,Engineer,0
66.9,79.0,129.0,1.122664500406174,5238.71,2023-04-17 16:50:45,2024-11-04 08:10:39,WeekDays,Credit,Charlotte,Online,Retired,1
535.91,43.0,22.0,1.0,9642.12,2023-07-07 16:38:12,2024-11-04 08:10:49,WeekEnds,Debit,Las Vegas,Online,Engineer,0
270.72,26.0,53.00000000000001,1.0,6263.96,2023-07-03 18:01:00,2024-11-04 08:11:05,WeekDays,Credit,Washington,Online,Engineer,0
97.98,72.0,18.0,1.0,7460.329999999999,2023-02-06 16:09:48,2024-11-04 08:08:43,WeekDays,Debit,Denver,Branch,Retired,1
196.08,61.0,98.0,1.0,4233.82,2023-08-25 16:52:28,2024-11-04 08:06:31,WeekEnds,Debit,San Francisco,Online,Retired,1
251.18000000000004,42.0,246.0,1.0,8303.9,2023-06-01 16:51:11,2024-11-04 08:07:55,WeekDays,Debit,San Jose,ATM,Engineer,0
44.52,28.0,205.0,1.0,314.28,2023-03-28 18:30:25,2024-11-04 08:10:28,WeekDays,Debit,El Paso,Online,Student,0
178.87,35.0,180.0,1.0,5241.23,2023-05-23 16:03:54,2024-11-04 08:10:16,WeekDays,Debit,Baltimore,Online,Doctor,0
211.36,54.0,174.0,1.122664500406174,323.69,2023-12-20 16:08:02,2024-11-04 08:11:44,WeekDays,Credit,Kansas City,ATM,Engineer,1
386.68,46.0,128.0,1.0,6863.06,2023-10-31 16:48:01,2024-11-04 08:06:28,WeekDays,Debit,New York,Branch,Doctor,0
167.14,76.0,20.0,1.0,3877.7299999999996,2023-04-24 18:33:29,2024-11-04 08:06:26,WeekDays,Debit,Denver,Online,Retired,1
345.22,69.0,253.0,1.0,4046.5800000000004,2023-09-05 16:55:47,2024-11-04 08:07:36,WeekDays,Debit,Fresno,Branch,Retired,1
74.85,72.0,117.0,1.0,2409.73,2023-12-25 17:19:08,2024-11-04 08:11:49,WeekDays,Debit,Raleigh,ATM,Retired,1
671.73,58.0,53.99999999999999,1.0,5211.88,2023-10-16 16:15:54,2024-11-04 08:12:04,WeekDays,Debit,Washington,Branch,Engineer,1
255.03999999999996,45.0,151.99999999999997,1.0,6217.86,2023-11-23 16:15:59,2024-11-04 08:11:38,WeekDays,Debit,Seattle,ATM,Engineer,0
45.77,25.0,109.0,1.0,5978.12,2023-02-09 17:50:23,2024-11-04 08:08:01,WeekDays,Debit,Philadelphia,Online,Student,0
329.69,26.0,66.0,1.0,1671.66,2023-01-09 16:54:30,2024-11-04 08:09:49,WeekDays,Credit,San Antonio,Online,Student,0
362.04,58.0,198.0,1.122664500406174,8421.88,2023-07-10 16:37:11,2024-11-04 08:08:47,WeekDays,Credit,Philadelphia,Branch,Doctor,1
11.92,53.0,52.00000000000001,1.0,14611.9,2023-10-09 17:48:55,2024-11-04 08:11:22,WeekDays,Debit,San Diego,ATM,Doctor,1
47.42,64.0,28.0,1.0,8253.52,2023-12-19 16:46:08,2024-11-04 08:08:56,WeekDays,Debit,San Diego,ATM,Doctor,1
35.99,63.0,129.0,1.0,4489.79,2023-01-19 16:14:12,2024-11-04 08:09:17,WeekDays,Debit,Miami,Branch,Retired,1
151.19,37.0,96.0,1.0,11903.82,2023-05-05 16:04:36,2024-11-04 08:11:16,WeekEnds,Credit,New York,Branch,Doctor,0
242.62,22.0,234.0,1.0,483.02000000000004,2023-07-10 16:40:15,2024-11-04 08:07:09,WeekDays,Credit,San Francisco,Online,Student,0
48.72,21.0,17.0,1.0,816.0799999999999,2023-09-29 18:54:28,2024-11-04 08:07:27,WeekEnds,Debit,Virginia Beach,Branch,Student,0
43.46,25.0,80.0,1.0,578.06,2023-07-21 17:02:42,2024-11-04 08:10:45,WeekEnds,Debit,Boston,ATM,Student,0
211.36,25.0,126.0,1.0,477.3,2023-07-21 18:54:14,2024-11-04 08:12:22,WeekEnds,Debit,Omaha,Online,Student,0
443.79,53.0,87.0,1.0,3133.85,2023-10-09 18:28:04,2024-11-04 08:11:16,WeekDays,Debit,Las Vegas,ATM,Retired,1
365.14,68.0,57.0,1.0,5894.09,2023-12-01 18:46:28,2024-11-04 08:07:25,WeekEnds,Debit,Dallas,Online,Retired,1
757.41,22.0,37.0,1.0,9532.42,2023-05-05 16:31:53,2024-11-04 08:09:03,WeekEnds,Debit,Los Angeles,ATM,Student,0
20.54,51.0,72.0,1.0,5327.03,2023-08-21 18:09:24,2024-11-04 08:07:28,WeekDays,Debit,Fort Worth,Branch,Engineer,1
475.36,34.0,105.0,1.0,2000.6,2023-10-02 16:03:09,2024-11-04 08:06:59,WeekDays,Debit,Phoenix,ATM,Engineer,0
34.74,56.0,24.0,1.0,6827.57,2023-06-26 16:40:21,2024-11-04 08:11:03,WeekDays,Debit,San Francisco,ATM,Retired,1
689.54,27.0,93.0,1.0,1633.76,2023-03-06 16:46:57,2024-11-04 08:08:53,WeekDays,Debit,Oklahoma City,Branch,Student,0
211.18,73.0,90.0,1.0,4069.1699999999996,2023-10-16 16:09:47,2024-11-04 08:11:50,WeekDays,Debit,Washington,ATM,Retired,1
211.36,51.0,286.0,1.0,7943.469999999999,2023-11-21 16:23:41,2024-11-04 08:11:10,WeekDays,Credit,Fort Worth,Branch,Engineer,1
744.41,39.0,107.0,1.0,8842.47,2023-07-31 16:35:59,2024-11-04 08:11:27,WeekDays,Credit,Houston,Online,Engineer,0
61.43,24.0,170.0,1.0,1882.77,2023-06-29 16:16:37,2024-11-04 08:08:18,WeekDays,Debit,Phoenix,Online,Student,0
167.44,37.0,82.0,1.0,12526.71,2023-09-25 16:11:18,2024-11-04 08:10:49,WeekDays,Debit,Mesa,Branch,Doctor,0
361.46,21.0,83.0,1.0,4737.84,2023-04-07 17:23:05,2024-11-04 08:10:42,WeekEnds,Debit,Nashville,Online,Student,0
378.85,78.0,126.0,1.0,2300.53,2023-06-16 17:21:15,2024-11-04 08:09:07,WeekEnds,Debit,Virginia Beach,Branch,Retired,1
241.10999999999999,30.0,55.0,1.0,12385.05,2023-06-16 16:41:23,2024-11-04 08:10:49,WeekEnds,Debit,Columbus,Branch,Doctor,0
131.93,31.0,13.0,1.0,4547.06,2023-09-11 17:31:10,2024-11-04 08:06:50,WeekDays,Credit,Fort Worth,Branch,Engineer,0
20.28,36.0,213.0,1.0,2047.83,2023-07-19 17:42:38,2024-11-04 08:10:02,WeekDays,Debit,Oklahoma City,Online,Engineer,0
415.88,70.0,170.0,1.0,10008.33,2023-04-27 17:30:16,2024-11-04 08:08:01,WeekDays,Debit,San Diego,Branch,Doctor,1
49.99,62.0,112.0,1.0,2299.64,2023-02-09 17:53:59,2024-11-04 08:08:15,WeekDays,Debit,Omaha,ATM,Retired,1
211.36,27.0,153.0,1.0,243.92,2023-09-27 16:55:35,2024-11-04 08:10:41,WeekDays,Debit,Denver,Online,Student,0
485.54,19.0,148.0,1.0,1533.32,2023-12-08 16:47:48,2024-11-04 08:11:09,WeekEnds,Debit,Louisville,Online,Student,1
321.15,46.0,179.0,1.0,7005.05,2023-02-10 17:06:40,2024-11-04 08:06:33,WeekEnds,Debit,Los Angeles,Branch,Doctor,0
711.3,21.0,51.00000000000001,1.0,955.4,2023-06-26 18:57:37,2024-11-04 08:09:32,WeekDays,Debit,San Jose,Branch,Student,0
12.23,42.0,139.0,1.0,7844.880000000001,2023-10-12 16:02:13,2024-11-04 08:07:29,WeekDays,Debit,Houston,ATM,Engineer,0
350.94,20.0,64.0,1.0,221.56,2023-10-30 17:17:51,2024-11-04 08:10:35,WeekDays,Debit,Colorado Springs,ATM,Student,0
301.85,54.0,25.000000000000004,1.0,6586.19,2023-04-18 17:43:50,2024-11-04 08:10:05,WeekDays,Debit,Columbus,Online,Engineer,1
29.34,65.0,30.0,1.0,3944.82,2023-03-09 17:37:08,2024-11-04 08:11:42,WeekDays,Debit,Louisville,Online,Retired,1
231.71,27.0,148.0,1.0,1127.98,2023-04-24 17:01:08,2024-11-04 08:07:02,WeekDays,Debit,Raleigh,Branch,Student,0
179.43,58.0,244.0,1.0,2626.63,2023-08-11 18:20:48,2024-11-04 08:10:00,WeekEnds,Debit,Oklahoma City,ATM,Retired,1
36.71,48.0,55.0,1.0,6459.38,2023-01-30 17:11:53,2024-11-04 08:11:44,WeekDays,Debit,Jacksonville,Branch,Doctor,0
138.12,53.0,281.0,1.0,1649.69,2023-04-11 17:18:50,2024-11-04 08:11:23,WeekDays,Credit,Los Angeles,Branch,Doctor,1
233.24,33.0,72.0,1.0,6939.23,2023-04-17 16:56:06,2024-11-04 08:07:39,WeekDays,Debit,Louisville,ATM,Engineer,0
609.14,39.0,177.0,1.0,9033.87,2023-11-23 16:09:39,2024-11-04 08:11:33,WeekDays,Debit,Tucson,ATM,Engineer,0
436.64,31.0,111.0,1.0,14365.18,2023-12-25 17:46:24,2024-11-04 08:08:23,WeekDays,Debit,Los Angeles,Branch,Doctor,0
870.43,29.0,55.0,1.0,10115.18,2023-05-31 16:54:20,2024-11-04 08:07:52,WeekDays,Debit,Los Angeles,Branch,Doctor,0
354.4,74.0,128.0,1.0,7358.65,2023-11-06 17:23:08,2024-11-04 08:10:00,WeekDays,Debit,Chicago,ATM,Retired,1
22.63,53.0,112.0,1.0,4438.03,2023-02-20 17:28:15,2024-11-04 08:10:56,WeekDays,Debit,Kansas City,Online,Engineer,1
182.19,26.0,53.00000000000001,1.0,1176.1,2023-06-19 16:36:25,2024-11-04 08:06:27,WeekDays,Debit,Mesa,Branch,Student,0
126.81,26.0,290.0,1.0,5427.98,2023-10-30 16:58:01,2024-11-04 08:12:22,WeekDays,Debit,Philadelphia,Branch,Engineer,0
288.17,37.0,50.00000000000001,1.0,3653.11,2023-09-08 16:48:51,2024-11-04 08:10:16,WeekEnds,Debit,Virginia Beach,Online,Engineer,0
118.77,55.0,123.0,1.0,2104.82,2023-10-02 17:44:05,2024-11-04 08:10:29,WeekDays,Debit,Atlanta,Branch,Engineer,1
651.82,21.0,166.0,1.0,1802.77,2023-04-14 17:59:43,2024-11-04 08:07:02,WeekEnds,Debit,Indianapolis,ATM,Student,0
66.65,37.0,33.0,1.0,3559.96,2023-10-17 16:58:59,2024-11-04 08:11:00,WeekDays,Debit,Detroit,ATM,Engineer,0
98.53,69.0,166.0,1.0,3564.8,2023-01-16 16:31:48,2024-11-04 08:11:19,WeekDays,Debit,Denver,Branch,Retired,1
138.95,71.0,30.0,1.0,6752.92,2023-06-02 16:48:43,2024-11-04 08:08:37,WeekEnds,Debit,Washington,Online,Retired,1
33.89,26.0,177.0,1.0,1444.75,2023-11-10 16:10:34,2024-11-04 08:11:36,WeekEnds,Debit,Nashville,Branch,Student,0
23.71,58.0,164.0,1.0,10788.89,2023-09-18 16:04:52,2024-11-04 08:09:16,WeekDays,Debit,Atlanta,Branch,Doctor,1
211.36,55.0,238.0,1.0,2235.7,2023-03-01 16:31:58,2024-11-04 08:11:59,WeekDays,Debit,San Antonio,Online,Engineer,1
26.06,65.0,283.0,1.0,12893.63,2023-12-21 17:01:24,2024-11-04 08:12:00,WeekDays,Debit,San Diego,ATM,Doctor,1
17.07,27.0,44.0,1.0,2798.15,2023-05-01 17:17:12,2024-11-04 08:11:25,WeekDays,Debit,Los Angeles,Branch,Engineer,0
703.89,46.0,61.99999999999999,1.0,3583.67,2023-09-22 16:42:15,2024-11-04 08:06:44,WeekEnds,Debit,San Antonio,Online,Engineer,0
211.36,47.0,155.0,1.0,2120.8,2023-08-28 16:43:15,2024-11-04 08:09:27,WeekDays,Debit,Houston,ATM,Engineer,0
26.55,77.0,228.0,1.0,3085.38,2023-09-20 17:25:26,2024-11-04 08:07:23,WeekDays,Debit,Houston,ATM,Retired,1
147.4,42.0,259.0,1.0,6797.71,2023-06-09 16:10:51,2024-11-04 08:07:18,WeekEnds,Debit,San Jose,Branch,Engineer,0
202.11,27.0,18.0,1.0,746.47,2023-03-30 16:09:26,2024-11-04 08:10:01,WeekDays,Debit,Memphis,ATM,Student,0
308.42,75.0,39.0,1.0,5427.81,2023-05-02 16:14:22,2024-11-04 08:06:34,WeekDays,Debit,Nashville,Branch,Retired,1
11.18,53.0,144.0,1.0,7467.300000000001,2023-02-27 16:39:28,2024-11-04 08:10:57,WeekDays,Debit,Miami,ATM,Engineer,1
294.15,38.0,136.0,1.0,6362.16,2023-02-02 16:19:31,2024-11-04 08:07:20,WeekDays,Debit,Fresno,Online,Engineer,0
29.58,54.0,112.0,1.0,8345.26,2023-10-30 17:54:19,2024-11-04 08:11:01,WeekDays,Debit,Colorado Springs,Branch,Engineer,1
139.45,27.0,30.999999999999996,1.0,1305.76,2023-07-10 16:43:05,2024-11-04 08:10:08,WeekDays,Debit,Boston,Online,Student,0
432.63,29.0,137.0,1.0,13648.36,2023-06-30 17:10:38,2024-11-04 08:10:24,WeekEnds,Debit,Colorado Springs,ATM,Doctor,0
131.43,43.0,65.0,1.0,1337.5,2023-02-01 18:47:20,2024-11-04 08:12:12,WeekDays,Debit,Charlotte,Online,Doctor,0
516.72,42.0,128.0,1.0,2015.6900000000003,2023-10-09 18:43:04,2024-11-04 08:11:35,WeekDays,Debit,Mesa,ATM,Engineer,0
121.82000000000001,69.0,123.0,1.122664500406174,8354.54,2023-02-07 17:20:24,2024-11-04 08:08:07,WeekDays,Debit,Colorado Springs,Online,Doctor,1
374.5,26.0,178.0,1.0,1671.51,2023-07-24 16:45:31,2024-11-04 08:08:37,WeekDays,Credit,San Francisco,Branch,Student,0
166.13,68.0,227.0,1.0,11822.53,2023-09-06 17:01:50,2024-11-04 08:12:08,WeekDays,Debit,Omaha,ATM,Doctor,1
626.9,23.0,146.0,1.0,587.1099999999999,2023-10-10 16:42:09,2024-11-04 08:11:30,WeekDays,Debit,Chicago,ATM,Student,0
466.85,56.0,165.0,1.0,5422.53,2023-07-17 16:57:14,2024-11-04 08:09:35,WeekDays,Debit,Austin,Branch,Retired,1
788.84,58.0,231.0,1.0,1913.73,2023-05-17 17:00:34,2024-11-04 08:09:42,WeekDays,Debit,Phoenix,Online,Retired,1
873.65,37.0,59.00000000000001,1.0,12139.83,2023-03-23 16:38:40,2024-11-04 08:09:57,WeekDays,Credit,Oklahoma City,Online,Doctor,0
525.28,69.0,134.0,1.0,4693.6,2023-04-03 16:37:24,2024-11-04 08:09:39,WeekDays,Debit,Colorado Springs,ATM,Retired,1
110.17,30.0,137.0,1.0,464.2,2023-09-07 16:08:12,2024-11-04 08:12:11,WeekDays,Credit,Raleigh,ATM,Engineer,0
632.69,80.0,75.99999999999999,1.0,4363.74,2023-09-12 16:28:38,2024-11-04 08:09:26,WeekDays,Debit,Denver,ATM,Retired,1
124.35,72.0,90.0,1.0,3319.76,2023-12-08 16:39:15,2024-11-04 08:11:35,WeekEnds,Debit,Oklahoma City,ATM,Retired,1
43.85,62.0,122.0,1.0,4356.98,2023-03-13 16:25:34,2024-11-04 08:07:18,WeekDays,Debit,Fresno,ATM,Retired,1
283.81,28.0,29.000000000000004,1.0,1519.35,2023-03-09 16:31:54,2024-11-04 08:10:46,WeekDays,Debit,San Diego,Branch,Student,0
168.53,71.0,112.0,1.0,5962.58,2023-06-14 16:30:42,2024-11-04 08:12:09,WeekDays,Debit,San Francisco,ATM,Retired,1
218.59,40.0,123.0,1.0,6699.23,2023-11-27 16:43:28,2024-11-04 08:07:12,WeekDays,Credit,Denver,Branch,Engineer,0
132.84,21.0,143.0,1.0,822.73,2023-08-21 16:28:17,2024-11-04 08:08:40,WeekDays,Debit,Oklahoma City,ATM,Student,0
157.37,42.0,289.0,1.0,13964.31,2023-11-15 16:54:44,2024-11-04 08:10:30,WeekDays,Credit,Dallas,Branch,Doctor,0
144.77,20.0,159.0,1.0,867.3199999999999,2023-07-17 16:48:23,2024-11-04 08:10:54,WeekDays,Debit,Albuquerque,Online,Student,0
643.22,64.0,93.0,1.0,1035.86,2023-05-03 17:04:32,2024-11-04 08:07:46,WeekDays,Debit,Atlanta,ATM,Doctor,1
211.36,41.0,297.0,1.0,13347.69,2023-11-20 16:51:14,2024-11-04 08:09:15,WeekDays,Debit,El Paso,Branch,Doctor,0
208.07,32.0,36.0,1.0,8478.9,2023-07-10 16:51:12,2024-11-04 08:11:43,WeekDays,Debit,Oklahoma City,Online,Doctor,0
94.3,57.0,57.0,1.0,11088.95,2023-12-25 17:53:56,2024-11-04 08:08:14,WeekDays,Debit,Phoenix,Branch,Doctor,1
295.5,59.0,36.0,1.0,6280.66,2023-11-23 18:00:00,2024-11-04 08:07:08,WeekDays,Debit,Mesa,ATM,Retired,1
30.229999999999997,44.0,99.0,1.0,481.13,2023-11-06 17:53:25,2024-11-04 08:12:06,WeekDays,Debit,Austin,ATM,Doctor,0
180.24,58.0,144.0,1.0,8431.23,2023-07-03 17:03:48,2024-11-04 08:09:17,WeekDays,Debit,Phoenix,Branch,Engineer,1
